Segment Type,Sovrn Segment ID,Sovrn Parent Segment ID,Segment Name,Segment Description,Tier Number,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Full Path,CPM,% Media Cost,Actively Generated,"7 Day Sovrn Cookie Scale, Global","7 Day Sovrn Cookie Scale, US","7 Day HEM Scale, US","1 Day Average IP Scale, Rolling 7 Days, Global"
Commerce Audience,PIA_2990,PIA_2948,Computer Components,"PC builders and upgraders sourcing processors, graphics cards, and related parts.",4,Purchase Intent,Electronics,Electronics Accessories,Computer Components,,,Purchase Intent > Electronics > Electronics Accessories > Computer Components,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3004,PIA_2990,Storage Devices,"Buyers purchasing hard drives, SSDs, and external storage solutions.",5,Purchase Intent,Electronics,Electronics Accessories,Computer Components,Storage Devices,,Purchase Intent > Electronics > Electronics Accessories > Computer Components > Storage Devices,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3041,PIA_2007,GPS Accessories,"Buyers looking for mounts, covers, or chargers for GPS devices.",3,Purchase Intent,Electronics,GPS Accessories,,,,Purchase Intent > Electronics > GPS Accessories,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3044,PIA_2007,GPS Navigation Systems,"Consumers seeking tools for automotive, marine, or outdoor navigation.",3,Purchase Intent,Electronics,GPS Navigation Systems,,,,Purchase Intent > Electronics > GPS Navigation Systems,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3045,PIA_2007,GPS Tracking Devices,"Buyers focused on asset tracking, fleet monitoring, or personal safety.",3,Purchase Intent,Electronics,GPS Tracking Devices,,,,Purchase Intent > Electronics > GPS Tracking Devices,$0.85 ,0.1,Yes,,,,"18,220,829"
Commerce Audience,PIA_3046,PIA_2007,Marine Electronics,"Boaters and marine professionals shopping for sonar, radar, or navigation tools.",3,Purchase Intent,Electronics,Marine Electronics,,,,Purchase Intent > Electronics > Marine Electronics,$0.85 ,0.1,Yes,,,,"5,471,645"
Commerce Audience,PIA_3053,PIA_2007,Networking,"Individuals or businesses purchasing routers, switches, or cables for connectivity.",3,Purchase Intent,Electronics,Networking,,,,Purchase Intent > Electronics > Networking,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3068,PIA_2007,"Print, Copy, Scan and Fax",Buyers sourcing multifunction devices or consumables for document handling.,3,Purchase Intent,Electronics,"Print, Copy, Scan and Fax",,,,"Purchase Intent > Electronics > Print, Copy, Scan and Fax",$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3070,PIA_3068,3D Printers,Hobbyists and professionals investing in desktop or industrial 3D printing machines.,4,Purchase Intent,Electronics,"Print, Copy, Scan and Fax",3D Printers,,,"Purchase Intent > Electronics > Print, Copy, Scan and Fax > 3D Printers",$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3080,PIA_2007,Radar Detectors,Drivers purchasing alert systems to detect law enforcement radar.,3,Purchase Intent,Electronics,Radar Detectors,,,,Purchase Intent > Electronics > Radar Detectors,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3081,PIA_2007,Speed Radars,Law enforcement or sports organizations buying radar guns for speed tracking.,3,Purchase Intent,Electronics,Speed Radars,,,,Purchase Intent > Electronics > Speed Radars,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3082,PIA_2007,Toll Collection Devices,Commuters purchasing tags or devices for automated toll payments.,3,Purchase Intent,Electronics,Toll Collection Devices,,,,Purchase Intent > Electronics > Toll Collection Devices,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3083,PIA_2007,Video,"Consumers shopping for video cameras, players, or editing tools.",3,Purchase Intent,Electronics,Video,,,,Purchase Intent > Electronics > Video,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3092,PIA_3083,Televisions,"Shoppers upgrading to larger, higher-resolution, or smart TV models.",4,Purchase Intent,Electronics,Video,Televisions,,,Purchase Intent > Electronics > Video > Televisions,$0.85 ,0.1,Yes,,,,"19,783,216"
Commerce Audience,PIA_3109,PIA_2007,Video Game Console Accessories,"Gamers seeking controllers, headsets, or charging docks.",3,Purchase Intent,Electronics,Video Game Console Accessories,,,,Purchase Intent > Electronics > Video Game Console Accessories,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3112,PIA_2007,Video Game Consoles,Gamers or gift-buyers searching for gaming hardware or bundled systems.,3,Purchase Intent,Electronics,Video Game Consoles,,,,Purchase Intent > Electronics > Video Game Consoles,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3114,PIA_2008,Beverages,"Shoppers seeking soft drinks, juices, or specialty drinks.",3,Purchase Intent,Food and Beverages ,Beverages,,,,Purchase Intent > Food and Beverages  > Beverages,$0.85 ,0.1,Yes,,,,"10,319,677"
Commerce Audience,PIA_3115,PIA_3114,Alcoholic Beverages,"Consumers purchasing wine, beer, or spirits for personal use or entertaining.",4,Purchase Intent,Food and Beverages ,Beverages,Alcoholic Beverages,,,Purchase Intent > Food and Beverages  > Beverages > Alcoholic Beverages,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3124,PIA_3114,Coffee,"Caffeine lovers evaluating whole beans, pods, or coffee-making accessories.",4,Purchase Intent,Food and Beverages ,Beverages,Coffee,,,Purchase Intent > Food and Beverages  > Beverages > Coffee,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3128,PIA_3114,Juice,Shoppers buying fruit and vegetable juices for home consumption.,4,Purchase Intent,Food and Beverages ,Beverages,Juice,,,Purchase Intent > Food and Beverages  > Beverages > Juice,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3130,PIA_3114,Non-Dairy Milk,Consumers selecting plant-based milk alternatives for dietary or lifestyle preferences.,4,Purchase Intent,Food and Beverages ,Beverages,Non-Dairy Milk,,,Purchase Intent > Food and Beverages  > Beverages > Non-Dairy Milk,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3132,PIA_3114,Soda,Buyers stocking carbonated soft drinks for personal or group enjoyment.,4,Purchase Intent,Food and Beverages ,Beverages,Soda,,,Purchase Intent > Food and Beverages  > Beverages > Soda,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3133,PIA_3114,Sports and Energy Drinks,Fitness-focused or on-the-go consumers looking for hydration or energy boosters.,4,Purchase Intent,Food and Beverages ,Beverages,Sports and Energy Drinks,,,Purchase Intent > Food and Beverages  > Beverages > Sports and Energy Drinks,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3134,PIA_3114,Tea and Infusions,"Tea drinkers purchasing loose leaf, bagged, or herbal infusions.",4,Purchase Intent,Food and Beverages ,Beverages,Tea and Infusions,,,Purchase Intent > Food and Beverages  > Beverages > Tea and Infusions,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3136,PIA_3114,Water,"Consumers selecting bottled or packaged water for home, work, or travel.",4,Purchase Intent,Food and Beverages ,Beverages,Water,,,Purchase Intent > Food and Beverages  > Beverages > Water,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3141,PIA_2008,Food Items,Users stocking up on pantry goods or cooking staples.,3,Purchase Intent,Food and Beverages ,Food Items,,,,Purchase Intent > Food and Beverages  > Food Items,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3159,PIA_3141,Candy and Chocolate,Shoppers indulging in or gifting sweets and confections.,4,Purchase Intent,Food and Beverages ,Food Items,Candy and Chocolate,,,Purchase Intent > Food and Beverages  > Food Items > Candy and Chocolate,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3160,PIA_3141,Condiments and Sauces,"Culinary shoppers looking to flavor meals with dressings, sauces, or marinades.",4,Purchase Intent,Food and Beverages ,Food Items,Condiments and Sauces,,,Purchase Intent > Food and Beverages  > Food Items > Condiments and Sauces,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3187,PIA_3141,Cooking and Baking Ingredients,"Home cooks sourcing ingredients like flour, spices, or baking mixes.",4,Purchase Intent,Food and Beverages ,Food Items,Cooking and Baking Ingredients,,,Purchase Intent > Food and Beverages  > Food Items > Cooking and Baking Ingredients,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3224,PIA_3141,Dairy Products,"Shoppers seeking milk, cheese, yogurt, or non-dairy alternatives.",4,Purchase Intent,Food and Beverages ,Food Items,Dairy Products,,,Purchase Intent > Food and Beverages  > Food Items > Dairy Products,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3233,PIA_3141,Dips and Spreads,"Entertainers or snackers browsing hummus, guac, or other spreads.",4,Purchase Intent,Food and Beverages ,Food Items,Dips and Spreads,,,Purchase Intent > Food and Beverages  > Food Items > Dips and Spreads,$0.85 ,0.1,Yes,,,,"15,511,861"
Commerce Audience,PIA_3245,PIA_3141,Frozen Desserts and Novelties,"Shoppers choosing ice cream, popsicles, and frozen treats.",4,Purchase Intent,Food and Beverages ,Food Items,Frozen Desserts and Novelties,,,Purchase Intent > Food and Beverages  > Food Items > Frozen Desserts and Novelties,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3249,PIA_3141,Fruits and Vegetables,"Buyers selecting fresh produce for meals, snacks, or recipes.",4,Purchase Intent,Food and Beverages ,Food Items,Fruits and Vegetables,,,Purchase Intent > Food and Beverages  > Food Items > Fruits and Vegetables,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3259,PIA_3141,"Grains, Rice and Cereal","Consumers purchasing pantry staples like rice, oats, and breakfast cereals.",4,Purchase Intent,Food and Beverages ,Food Items,"Grains, Rice and Cereal",,,"Purchase Intent > Food and Beverages  > Food Items > Grains, Rice and Cereal",$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3271,PIA_3141,"Meat, Seafood and Eggs",Shoppers sourcing fresh or frozen proteins for cooking and meals.,4,Purchase Intent,Food and Beverages ,Food Items,"Meat, Seafood and Eggs",,,"Purchase Intent > Food and Beverages  > Food Items > Meat, Seafood and Eggs",$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3275,PIA_3141,Nuts and Seeds,"Buyers selecting nuts and seeds for snacking, cooking, or baking.",4,Purchase Intent,Food and Beverages ,Food Items,Nuts and Seeds,,,Purchase Intent > Food and Beverages  > Food Items > Nuts and Seeds,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3276,PIA_3141,Pasta and Noodles,Shoppers purchasing dried or fresh pasta and noodles for home cooking.,4,Purchase Intent,Food and Beverages ,Food Items,Pasta and Noodles,,,Purchase Intent > Food and Beverages  > Food Items > Pasta and Noodles,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3277,PIA_3141,Prepared Foods,Consumers choosing ready-to-eat meals and heat-and-serve options.,4,Purchase Intent,Food and Beverages ,Food Items,Prepared Foods,,,Purchase Intent > Food and Beverages  > Food Items > Prepared Foods,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3280,PIA_3141,Seasonings and Spices,"Buyers selecting herbs, spices, and blends for cooking and flavoring.",4,Purchase Intent,Food and Beverages ,Food Items,Seasonings and Spices,,,Purchase Intent > Food and Beverages  > Food Items > Seasonings and Spices,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3285,PIA_3141,Snack Foods,"Users selecting chips, bars, or munchies for everyday or on-the-go snacking.",4,Purchase Intent,Food and Beverages ,Food Items,Snack Foods,,,Purchase Intent > Food and Beverages  > Food Items > Snack Foods,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3304,PIA_3141,Soups and Broths,"Shoppers purchasing canned, boxed, or prepared soups and stocks.",4,Purchase Intent,Food and Beverages ,Food Items,Soups and Broths,,,Purchase Intent > Food and Beverages  > Food Items > Soups and Broths,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3305,PIA_3141,"Tofu, Soy and Vegetarian Products",Consumers choosing plant-based proteins and meat alternatives.,4,Purchase Intent,Food and Beverages ,Food Items,"Tofu, Soy and Vegetarian Products",,,"Purchase Intent > Food and Beverages  > Food Items > Tofu, Soy and Vegetarian Products",$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3311,PIA_2008,Tobacco Products,"Adults actively purchasing cigarettes, cigars, or smokeless tobacco.",3,Purchase Intent,Food and Beverages ,Tobacco Products,,,,Purchase Intent > Food and Beverages  > Tobacco Products,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3321,PIA_2009,Baby and Toddler Furniture,"Buyers actively exploring options for baby and toddler furniture to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Baby and Toddler Furniture,,,,Purchase Intent > Furniture > Baby and Toddler Furniture,$0.85 ,0.1,Yes,,,,"18,666,140"
Commerce Audience,PIA_3332,PIA_2009,Beds and Accessories,"Consumers buying mattresses, bed frames, or sleep accessories.",3,Purchase Intent,Furniture,Beds and Accessories,,,,Purchase Intent > Furniture > Beds and Accessories,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3337,PIA_3332,Mattresses,Buyers shopping for new or replacement mattresses for home or guest use.,4,Purchase Intent,Furniture,Beds and Accessories,Mattresses,,,Purchase Intent > Furniture > Beds and Accessories > Mattresses,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3338,PIA_2009,Benches,Consumers showing purchase intent for benches and seating.,3,Purchase Intent,Furniture,Benches,,,,Purchase Intent > Furniture > Benches,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3338,PIA_2009,Benches,"People in the market for benches to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Benches,,,,Purchase Intent > Furniture > Benches,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3339,PIA_3338,Kitchen and Dining Benches,Users furnishing dining areas or kitchen spaces with bench seating.,4,Purchase Intent,Furniture,Benches,Kitchen and Dining Benches,,,Purchase Intent > Furniture > Benches > Kitchen and Dining Benches,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3342,PIA_2009,Cabinets and Storage,"Customers considering new cabinets and storage to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Cabinets and Storage,,,,Purchase Intent > Furniture > Cabinets and Storage,$0.85 ,0.1,Yes,,,,"6,472,010"
Commerce Audience,PIA_3361,PIA_2009,Carts and Islands,"Those seeking to upgrade with carts and islands to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Carts and Islands,,,,Purchase Intent > Furniture > Carts and Islands,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3364,PIA_2009,Chair Accessories,"Customers considering new chair accessories to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Chair Accessories,,,,Purchase Intent > Furniture > Chair Accessories,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3366,PIA_2009,Chairs,"Individuals sourcing chairs to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Chairs,,,,Purchase Intent > Furniture > Chairs,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3379,PIA_2009,Entertainment Centers and TV Stands,"People investing in entertainment centers and tv stands to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Entertainment Centers and TV Stands,,,,Purchase Intent > Furniture > Entertainment Centers and TV Stands,$0.85 ,0.1,Yes,,,,"13,643,167"
Commerce Audience,PIA_3380,PIA_2009,Furniture Sets,"Those seeking to upgrade with furniture sets to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Furniture Sets,,,,Purchase Intent > Furniture > Furniture Sets,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3385,PIA_2009,Futon Frames,"Those seeking to upgrade with futon frames to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Futon Frames,,,,Purchase Intent > Furniture > Futon Frames,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3386,PIA_2009,Futon Pads,"People in the market for futon pads to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Futon Pads,,,,Purchase Intent > Furniture > Futon Pads,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3387,PIA_2009,Futons,"Customers considering new futons to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Futons,,,,Purchase Intent > Furniture > Futons,$0.85 ,0.1,No,,,,
Commerce Audience,PIA_3388,PIA_2009,Office Furniture,"People investing in office furniture to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Office Furniture,,,,Purchase Intent > Furniture > Office Furniture,$0.85 ,0.1,Yes,,,,"20,000,000"
Commerce Audience,PIA_3396,PIA_2009,Office Furniture Accessories,"Customers considering new office furniture accessories to upgrade, organize, or furnish their living, working, or recreational spaces.",3,Purchase Intent,Furniture,Office Furniture Accessories,,,,Purchase Intent > Furniture > Office Furniture Accessories,$0.85 ,0.1,No,,,,
